Roll_Number,Student_Name,Attendance_Percentage,Quiz_Marks,Assignment_Marks,Midterm_Marks,Final_Marks,Result,Risk_Level
STU60365,Zara Ansari,94.0,17.0,13.0,21.0,23.0,Pass,Low Risk
STU62655,Hira Jafri,84.0,9.0,10.0,21.0,13.0,Fail,Medium Risk
STU91865,Zubair Karim,40.0,20.0,16.0,27.0,28.0,Pass,Low Risk
STU-51919,Adnan Baig,65.0,19.0,14.0,26.0,26.0,Pass,Low Risk
STU03097,Rizwan Ghori,54.0,17.0,13.0,16.0,16.0,Pass,Medium Risk
STU52064,Palwasha Sabir,73.0,11.0,11.0,24.0,19.0,Pass,Medium Risk
STU13374,Unknown Student,88.0,0.0,6.0,0.0,7.0,Fail,High Risk
STU06558,Umair Chaudhry,90.0,19.0,15.0,29.0,30.0,Pass,Low Risk
STU94715,Dua Karim,63.0,12.0,16.0,20.0,25.0,Pass,Medium Risk
STU20228,Uzma Leghari,72.0,18.0,16.0,23.0,29.0,Pass,Low Risk
STU21457,Adeel Leghari,65.0,9.0,11.0,19.0,17.0,Fail,Medium Risk
STU16908,Bisma Marwat,66.0,15.0,12.0,24.0,25.0,Pass,Low Risk
STU84643,Fajar Durrani,68.0,17.0,13.0,30.0,25.0,Pass,Low Risk
STU33530,Talha Orakzai,73.0,14.0,13.0,26.0,21.0,Pass,Low Risk
STU08660,Anum Qureshi,47.0,8.0,16.0,24.0,18.0,Pass,Medium Risk
STU67562,Palwasha Leghari,74.0,15.0,13.0,22.0,22.0,Pass,Low Risk
STU63874,Zara Gill,83.0,14.0,16.0,26.0,30.0,Pass,Low Risk
STU41694,Bisma Abbasi,75.0,18.0,16.0,23.0,27.0,Pass,Low Risk
STU76389,Palwasha Warraich,45.0,8.0,5.0,5.0,14.0,Fail,High Risk
STU25250,Shoaib Pervez,83.0,20.0,18.0,30.0,30.0,Pass,Low Risk
STU13258,Rimsha Effendi,87.0,14.0,10.0,13.0,18.0,Fail,Medium Risk
STU86208,Talha Khan,80.0,17.0,19.0,25.0,23.0,Pass,Low Risk
STU27113,Basit Mirza,83.0,15.0,15.0,25.0,19.0,Pass,Low Risk
STU22545,Talha Mahmood,74.0,14.0,19.0,22.0,22.0,Pass,Low Risk
STU03152,Unknown Student,82.0,8.0,8.0,20.0,16.0,Pass,Medium Risk
STU74259,Yousuf Lodhi,62.0,10.0,15.0,14.0,21.0,Pass,Medium Risk
STU08867,Ehsan Bajwa,75.0,12.0,14.0,20.0,23.0,Fail,Medium Risk
STU30128,Javeria Talpur,82.0,19.0,16.0,20.0,22.0,Pass,Low Risk
STU29804,Farah Awan,57.0,3.0,8.0,15.0,12.0,Fail,High Risk
STU19969,Unknown Student,82.0,7.0,14.0,25.0,20.0,Pass,Medium Risk
STU42888,Qasim Ansari,65.0,15.0,15.0,19.0,19.0,Pass,Medium Risk
STU12643,Amina Soomro,81.0,19.0,15.0,18.0,21.0,Pass,Low Risk
STU99108,Kashif Ghori,56.0,12.0,15.0,21.0,16.0,Pass,Medium Risk
STU80015,Hassan Siddiqui,79.0,20.0,18.0,25.0,30.0,Pass,Low Risk
STU49515,Saba Iqbal,84.0,2.0,9.0,3.0,4.0,Fail,High Risk
STU54375,Sana Dar,95.0,8.0,12.0,15.0,21.0,Pass,Medium Risk
STU64168,Dua Mirza,100.0,20.0,17.0,29.0,30.0,Pass,Low Risk
STU57584,Momina Khan,77.0,15.0,13.0,25.0,25.0,Pass,Low Risk
STU20844,Wasi Durrani,68.0,9.0,8.0,22.0,20.0,Pass,Medium Risk
STU47308,Maria Jafri,100.0,17.0,19.0,22.0,28.0,Pass,Low Risk
STU81774,Komal Rana,66.0,15.0,19.0,22.0,29.0,Pass,Low Risk
STU52046,Nida Junejo,51.0,5.0,7.0,16.0,12.0,Fail,High Risk
STU00278,Huma Qureshi,94.0,20.0,17.0,30.0,30.0,Pass,Low Risk
STU10523,Rabia Qureshi,74.0,15.0,13.0,25.0,22.0,Pass,Low Risk
STU00442,Zubair Malik,56.0,15.0,11.0,11.0,22.0,Fail,Medium Risk
STU46473,Sobia Durrani,64.0,14.0,16.0,30.0,22.0,Fail,Low Risk
STU80322,Owais Marwat,75.0,17.0,19.0,30.0,29.0,Pass,Low Risk
STU11442,Sana Rana,76.0,18.0,16.0,22.0,20.0,Pass,Low Risk
STU20114,Noor Karim,64.0,17.0,8.0,15.0,22.0,Fail,Medium Risk
STU04859,Khadija Rana,69.0,15.0,11.0,23.0,23.0,Pass,Low Risk
STU98308,Mehak Bhatti,78.0,19.0,18.0,27.0,26.0,Pass,Low Risk
STU95661,Eman Pasha,67.0,20.0,15.0,29.0,30.0,Pass,Low Risk
STU90031,Anum Warraich,84.0,15.0,20.0,30.0,21.0,Pass,Low Risk
STU98700,Sohail Abbasi,86.0,16.0,18.0,25.0,29.0,Pass,Low Risk
STU26937,Fajar Saeed,70.0,13.0,18.0,23.0,21.0,Pass,Low Risk
STU58647,Waqar Niazi,67.0,13.0,19.0,26.0,25.0,Pass,Low Risk
STU80196,Bilal Ali,54.0,11.0,6.0,12.0,13.0,Fail,High Risk
STU34166,Nasir Lodhi,83.0,20.0,20.0,26.0,21.0,Pass,Low Risk
STU90407,Salman Mirza,91.0,14.0,15.0,22.0,20.0,Pass,Low Risk
STU44861,Yasir Javed,75.0,12.0,19.0,23.0,24.0,Pass,Low Risk
STU47985,Rida Orakzai,66.0,9.0,16.0,13.0,20.0,Pass,Medium Risk
STU36777,Sara Khan,62.0,17.0,14.0,20.0,17.0,Pass,Medium Risk
STU63742,Fiza Raza,47.0,9.0,8.0,14.0,12.0,Fail,High Risk
STU48823,Uzma Hussain,75.0,16.0,15.0,26.0,23.0,Pass,Low Risk
STU33291,Ibrahim Ghori,66.0,9.0,15.0,17.0,18.0,Fail,Medium Risk
STU11247,Farah Lodhi,92.0,20.0,20.0,30.0,27.0,Pass,Low Risk
STU87430,Hassan Ali,54.0,14.0,15.0,23.0,18.0,Pass,Medium Risk
STU39958,Sohail Siddiqui,73.0,10.0,10.0,21.0,18.0,Pass,Medium Risk
STU66752,Zubair Raza,86.0,13.0,16.0,25.0,21.0,Pass,Low Risk
STU72704,Zubair Abbasi,60.0,13.0,14.0,17.0,25.0,Pass,Medium Risk
STU30848,Ahmed Cheema,79.0,20.0,17.0,28.0,30.0,Pass,Low Risk
STU38906,Waqar Bajwa,74.0,15.0,12.0,19.0,12.0,Pass,Medium Risk
STU05202,Osha Butt,62.0,14.0,14.0,19.0,20.0,Pass,Medium Risk
STU17948,Iram Mahmood,92.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU41780,Faisal Yousafzai,84.0,15.0,14.0,30.0,22.0,Pass,Low Risk
STU29768,Nimra Leghari,75.0,13.0,13.0,20.0,24.0,Pass,Low Risk
STU64228,Jawad Effendi,56.0,16.0,12.0,17.0,13.0,Fail,Medium Risk
STU08157,Luqman Mirza,46.0,13.0,11.0,22.0,12.0,Fail,Medium Risk
STU27105,Imran Pasha,87.0,16.0,19.0,24.0,27.0,Pass,Low Risk
STU72215,Fawad Ghori,77.0,16.0,14.0,21.0,19.0,Pass,Low Risk
STU30027,Unknown Student,73.0,19.0,19.0,25.0,24.0,Pass,Low Risk
STU58826,Sehar Effendi,54.0,6.0,8.0,14.0,14.0,Fail,High Risk
STU76065,Bilal Yousafzai,100.0,20.0,14.0,29.0,27.0,Pass,Low Risk
STU31627,Uzma Javed,80.0,16.0,14.0,17.0,20.0,Pass,Low Risk
STU97301,Sohail Orakzai,88.0,9.0,11.0,15.0,19.0,Pass,Medium Risk
STU42572,Basit Qureshi,80.0,17.0,11.0,28.0,29.0,Pass,Low Risk
STU13661,Amal Bhatti,65.0,13.0,16.0,18.0,21.0,Pass,Medium Risk
STU32694,Haris Sabir,61.0,16.0,13.0,25.0,30.0,Pass,Low Risk
STU31709,Tahira Rana,84.0,17.0,20.0,22.0,26.0,Pass,Low Risk
STU15078,Wasi Awan,40.0,20.0,17.0,30.0,30.0,Pass,Low Risk
STU62550,Daniyal Baig,73.0,9.0,13.0,25.0,23.0,Pass,Medium Risk
STU80247,Anum Pervez,58.0,12.0,17.0,16.0,13.0,Fail,Medium Risk
STU61124,Kinza Rind,75.0,13.0,18.0,27.0,20.0,Pass,Low Risk
STU84895,Alishba Effendi,73.0,10.0,15.0,24.0,17.0,Pass,Medium Risk
STU24693,Sara Siddiqui,65.0,13.0,15.0,21.0,27.0,Pass,Low Risk
STU67520,Unknown Student,55.0,4.0,9.0,10.0,17.0,Fail,High Risk
STU15571,Sadia Soomro,98.0,20.0,20.0,26.0,23.0,Pass,Low Risk
STU30211,Nimra Farooq,73.0,12.0,20.0,24.0,22.0,Pass,Low Risk
STU82259,Rizwan Nawaz,75.0,7.0,14.0,21.0,11.0,Pass,Medium Risk
STU42802,Komal Saeed,78.0,12.0,11.0,24.0,17.0,Pass,Medium Risk
STU37607,Waqar Karim,64.0,13.0,15.0,26.0,21.0,Pass,Low Risk
STU02156,Sehar Rana,71.0,11.0,17.0,25.0,16.0,Pass,Low Risk
STU66691,Mariam Waheed,80.0,20.0,16.0,23.0,22.0,Pass,Low Risk
STU04003,Abdullah Bhatti,78.0,11.0,15.0,22.0,18.0,Pass,Medium Risk
STU27411,Fajar Yousafzai,85.0,14.0,15.0,26.0,22.0,Pass,Low Risk
STU93221,Mohsin Qazi,62.0,13.0,14.0,23.0,22.0,Pass,Medium Risk
STU86978,Abdullah Gill,66.0,10.0,10.0,8.0,9.0,Fail,High Risk
STU49549,Momina Niazi,100.0,15.0,20.0,30.0,23.0,Pass,Low Risk
STU50932,Umair Nawaz,40.0,16.0,16.0,24.0,27.0,Pass,Low Risk
STU56531,Mahnoor Cheema,92.0,13.0,20.0,19.0,22.0,Pass,Low Risk
STU14788,Amina Karim,68.0,6.0,12.0,13.0,18.0,Fail,Medium Risk
STU25538,Sami Bhatti,90.0,2.0,2.0,0.0,7.0,Fail,High Risk
STU18072,Anum Nawaz,75.0,11.0,12.0,19.0,22.0,Pass,Medium Risk
STU29112,Aamir Malik,72.0,11.0,15.0,16.0,18.0,Fail,Medium Risk
STU00590,Amal Gill,82.0,12.0,15.0,20.0,23.0,Pass,Low Risk
STU82576,Farhan Farooq,83.0,14.0,16.0,29.0,30.0,Pass,Low Risk
STU15599,Raheel Hameed,62.0,14.0,9.0,22.0,15.0,Pass,Medium Risk
STU96666,Hamid Siddiqui,67.0,14.0,16.0,22.0,22.0,Pass,Low Risk
STU15703,Noor Sheikh,88.0,14.0,12.0,19.0,13.0,Pass,Medium Risk
STU99570,Fiza Hussain,73.0,12.0,18.0,28.0,20.0,Pass,Low Risk
STU93389,Mohsin Rashid,84.0,19.0,17.0,20.0,25.0,Pass,Low Risk
STU73259,Kiran Sabir,89.0,8.0,7.0,8.0,16.0,Fail,Medium Risk
STU39718,Yumna Gill,75.0,15.0,11.0,16.0,22.0,Fail,Medium Risk
STU85805,Raheel Javed,74.0,17.0,15.0,24.0,23.0,Pass,Low Risk
STU05903,Shahzad Mirza,61.0,11.0,10.0,19.0,17.0,Pass,Medium Risk
STU83271,Aamir Hameed,75.0,15.0,15.0,23.0,22.0,Pass,Low Risk
STU97696,Mehak Khan,71.0,20.0,18.0,23.0,19.0,Pass,Low Risk
STU64035,Iram Junejo,99.0,19.0,19.0,30.0,23.0,Pass,Low Risk
STU32931,Unknown Student,67.0,11.0,12.0,20.0,21.0,Pass,Medium Risk
STU31096,Nasir Talpur,76.0,11.0,15.0,22.0,22.0,Pass,Low Risk
STU08480,Raheel Hashmi,100.0,15.0,17.0,30.0,28.0,Pass,Low Risk
STU52220,Mohsin Hussain,64.0,13.0,12.0,20.0,15.0,Pass,Medium Risk
STU38522,Tahira Ghori,79.0,15.0,14.0,18.0,24.0,Pass,Low Risk
STU86209,Eman Warraich,81.0,16.0,15.0,18.0,13.0,Pass,Medium Risk
STU08094,Shahzad Dar,84.0,20.0,15.0,26.0,27.0,Pass,Low Risk
STU42971,Mahnoor Bhatti,80.0,14.0,8.0,20.0,15.0,Pass,Medium Risk
STU62401,Hassan Jafri,54.0,14.0,12.0,25.0,15.0,Pass,Medium Risk
STU31613,Junaid Bhatti,69.0,15.0,14.0,29.0,28.0,Pass,Low Risk
STU00193,Rizwan Bhatti,78.0,19.0,19.0,24.0,26.0,Pass,Low Risk
STU71742,Alishba Nawaz,40.0,18.0,15.0,26.0,29.0,Pass,Low Risk
STU85647,Owais Jafri,54.0,8.0,10.0,14.0,10.0,Fail,High Risk
STU94912,Rizwan Leghari,98.0,20.0,17.0,30.0,30.0,Pass,Low Risk
STU24442,Osha Hussain,75.0,15.0,14.0,25.0,28.0,Pass,Low Risk
STU58681,Unknown Student,66.0,18.0,18.0,23.0,30.0,Pass,Low Risk
STU83317,Abdullah Waheed,53.0,12.0,10.0,17.0,16.0,Fail,Medium Risk
STU20573,Arslan Pervez,74.0,16.0,20.0,29.0,30.0,Pass,Low Risk
STU19809,Junaid Ansari,57.0,14.0,13.0,16.0,9.0,Fail,Medium Risk
STU78496,Tariq Hameed,67.0,18.0,19.0,22.0,19.0,Pass,Low Risk
STU24921,Zaid Dar,91.0,20.0,20.0,30.0,25.0,Pass,Low Risk
STU58980,Sehar Pasha,61.0,13.0,10.0,12.0,10.0,Fail,Medium Risk
STU85856,Huma Pasha,68.0,15.0,9.0,20.0,21.0,Pass,Medium Risk
STU03800,Unknown Student,40.0,10.0,14.0,22.0,25.0,Pass,Medium Risk
STU13220,Usman Gill,87.0,19.0,19.0,30.0,30.0,Pass,Low Risk
STU28584,Warda Ali,68.0,15.0,11.0,23.0,23.0,Pass,Low Risk
STU64736,Shoaib Pervez,92.0,20.0,16.0,30.0,24.0,Pass,Low Risk
STU35976,Shoaib Nawaz,74.0,17.0,20.0,29.0,27.0,Pass,Low Risk
STU28922,Luqman Rana,75.0,15.0,14.0,26.0,28.0,Pass,Low Risk
STU_57785,Adnan Rana,67.0,13.0,9.0,17.0,12.0,Fail,Medium Risk
STU67406,Fatima Raza,50.0,9.0,4.0,10.0,9.0,Fail,High Risk
STU21008,Wajeeha Ali,67.0,17.0,15.0,26.0,23.0,Pass,Low Risk
STU78795,Lubna Lodhi,61.0,9.0,13.0,21.0,20.0,Pass,Medium Risk
STU10054,Unknown Student,62.0,11.0,12.0,19.0,22.0,Pass,Medium Risk
STU47997,Laiba Waheed,75.0,16.0,16.0,20.0,25.0,Pass,Low Risk
STU79974,Sehar Effendi,84.0,20.0,20.0,22.0,30.0,Pass,Low Risk
STU97349,Amina Awan,61.0,11.0,8.0,14.0,11.0,Pass,High Risk
STU75300,Faisal Ali,73.0,14.0,20.0,23.0,19.0,Pass,Low Risk
STU02463,Eman Javed,58.0,15.0,20.0,30.0,30.0,Pass,Low Risk
STU27614,Fahad Ansari,94.0,20.0,17.0,30.0,27.0,Pass,Low Risk
STU32487,Omar Raza,83.0,20.0,12.0,26.0,22.0,Pass,Low Risk
STU18793,Unknown Student,55.0,17.0,12.0,18.0,18.0,Pass,Medium Risk
STU79655,Huma Talpur,70.0,17.0,15.0,22.0,22.0,Pass,Low Risk
STU33420,Hassan Mirza,74.0,9.0,9.0,20.0,6.0,Fail,Medium Risk
STU29309,Saba Ansari,80.0,10.0,13.0,17.0,24.0,Pass,Medium Risk
STU06614,Kashif Javed,84.0,11.0,10.0,12.0,22.0,Fail,Medium Risk
STU10780,Bisma Talpur,78.0,8.0,11.0,19.0,21.0,Pass,Medium Risk
STU69686,Fahad Sheikh,97.0,16.0,15.0,26.0,28.0,Pass,Low Risk
STU83044,Uzma Chaudhry,68.0,14.0,12.0,21.0,25.0,Fail,Low Risk
STU80211,Sara Jafri,49.0,13.0,10.0,15.0,14.0,Pass,Medium Risk
STU33029,Ghulam Sabir,52.0,17.0,13.0,22.0,26.0,Pass,Low Risk
STU98111,Fawad Tanveer,50.0,10.0,14.0,17.0,17.0,Pass,Medium Risk
STU44447,Mehak Yousaf,72.0,18.0,13.0,24.0,18.0,Pass,Low Risk
STU88528,Imran Bajwa,64.0,18.0,15.0,26.0,26.0,Pass,Low Risk
STU73100,Fiza Khan,78.0,17.0,20.0,29.0,30.0,Pass,Low Risk
STU69252,Umair Awan,56.0,12.0,8.0,15.0,21.0,Pass,Medium Risk
STU64179,Hira Yousafzai,75.0,7.0,2.0,12.0,14.0,Fail,High Risk
STU71587,Bilal Leghari,85.0,14.0,15.0,25.0,25.0,Pass,Low Risk
STU14782,Rabia Nawaz,97.0,20.0,20.0,27.0,29.0,Pass,Low Risk
STU46580,Sundas Pervez,82.0,17.0,15.0,28.0,26.0,Pass,Low Risk
STU38660,Fajar Jafri,64.0,16.0,12.0,22.0,22.0,Pass,Low Risk
STU23788,Ayesha Nawaz,69.0,13.0,14.0,18.0,24.0,Pass,Medium Risk
STU81446,Huma Dar,75.0,11.0,15.0,17.0,14.0,Fail,Medium Risk
STU02379,Amal Bhatti,75.0,20.0,20.0,26.0,30.0,Pass,Low Risk
STU31751,Sara Sabir,88.0,16.0,18.0,26.0,27.0,Pass,Low Risk
STU56307,Aiman Lodhi,75.0,16.0,16.0,24.0,29.0,Pass,Low Risk
STU85697,Zaid Pasha,79.0,12.0,12.0,17.0,22.0,Pass,Medium Risk
STU31260,Anas Nawaz,100.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU36575,Bisma Rind,70.0,16.0,17.0,27.0,23.0,Pass,Low Risk
STU23348,Owais Warraich,91.0,12.0,16.0,28.0,23.0,Fail,Low Risk
STU71305,Fahad Soomro,91.0,12.0,13.0,26.0,25.0,Pass,Low Risk
STU47701,Arslan Sabir,76.0,13.0,13.0,20.0,25.0,Pass,Low Risk
STU76217,Asif Leghari,69.0,15.0,18.0,22.0,14.0,Pass,Low Risk
STU52919,Kinza Ali,64.0,9.0,6.0,13.0,16.0,Fail,High Risk
STU31333,Yasir Ghori,77.0,20.0,14.0,23.0,27.0,Pass,Low Risk
STU09851,Mishal Dar,64.0,13.0,8.0,23.0,17.0,Pass,Medium Risk
STU52155,Wajeeha Iqbal,79.0,14.0,19.0,29.0,29.0,Pass,Low Risk
STU46725,Sana Cheema,78.0,17.0,14.0,23.0,24.0,Pass,Low Risk
STU52175,Luqman Qazi,93.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU64436,Bisma Baig,55.0,17.0,11.0,25.0,17.0,Pass,Medium Risk
STU80314,Momina Baig,85.0,15.0,20.0,24.0,23.0,Pass,Low Risk
STU06734,Sohail Soomro,75.0,15.0,12.0,22.0,26.0,Pass,Low Risk
STU06243,Owais Leghari,81.0,19.0,15.0,27.0,28.0,Pass,Low Risk
STU79745,Fiza Bajwa,43.0,4.0,13.0,10.0,10.0,Fail,High Risk
STU98900,Fatima Yousaf,40.0,8.0,15.0,12.0,11.0,Fail,High Risk
STU73055,Amber Tanveer,81.0,16.0,15.0,28.0,30.0,Pass,Low Risk
STU49694,Zeeshan Rashid,60.0,8.0,9.0,18.0,22.0,Fail,Medium Risk
STU60858,Osha Soomro,71.0,15.0,16.0,22.0,22.0,Pass,Low Risk
STU77402,Huma Waheed,86.0,17.0,17.0,22.0,19.0,Pass,Low Risk
STU19382,Wajeeha Ahmed,89.0,20.0,20.0,28.0,30.0,Pass,Low Risk
STU27457,Rukhsar Siddiqui,51.0,20.0,14.0,28.0,26.0,Pass,Low Risk
STU79049,Unknown Student,48.0,12.0,9.0,17.0,11.0,Fail,Medium Risk
STU47403,Wajeeha Awan,100.0,14.0,15.0,30.0,30.0,Pass,Low Risk
STU84112,Kinza Malik,83.0,11.0,15.0,17.0,22.0,Pass,Medium Risk
STU57988,Rizwan Qazi,75.0,15.0,15.0,15.0,18.0,Pass,Medium Risk
STU32920,Moiz Malik,98.0,20.0,17.0,30.0,30.0,Pass,Low Risk
STU24457,Waqar Chandio,68.0,10.0,10.0,13.0,21.0,Fail,Medium Risk
STU33551,Gulnaz Ansari,86.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU72579,Ali Saeed,100.0,17.0,20.0,27.0,28.0,Pass,Low Risk
STU43038,Sana Hameed,59.0,13.0,11.0,19.0,25.0,Pass,Medium Risk
STU37765,Hamza Ghori,89.0,5.0,7.0,16.0,11.0,Fail,Medium Risk
STU27549,Rida Qureshi,72.0,18.0,13.0,28.0,19.0,Pass,Low Risk
STU86875,Danish Awan,58.0,16.0,9.0,19.0,17.0,Pass,Medium Risk
STU86951,Aiman Jafri,67.0,16.0,18.0,25.0,29.0,Pass,Low Risk
STU33564,Farhan Yousafzai,93.0,18.0,20.0,23.0,24.0,Pass,Low Risk
STU15374,Sana Orakzai,71.0,10.0,11.0,18.0,28.0,Pass,Medium Risk
STU56623,Fahad Tanveer,79.0,16.0,16.0,25.0,18.0,Pass,Low Risk
STU74710,Unknown Student,75.0,14.0,16.0,17.0,15.0,Pass,Medium Risk
STU31808,Hira Awan,81.0,20.0,20.0,29.0,30.0,Fail,Low Risk
STU09747,Jawad Hussain,66.0,11.0,15.0,19.0,14.0,Pass,Medium Risk
STU05098,Imran Siddiqui,40.0,11.0,8.0,18.0,13.0,Fail,High Risk
STU38357,Umair Awan,69.0,10.0,12.0,5.0,24.0,Fail,Medium Risk
STU54987,Dua Dar,77.0,14.0,14.0,26.0,22.0,Pass,Low Risk
STU20901,Sohail Sheikh,78.0,18.0,17.0,29.0,20.0,Pass,Low Risk
STU91858,Lubna Saeed,66.0,12.0,20.0,21.0,19.0,Pass,Low Risk
STU39190,Rida Rana,75.0,15.0,17.0,29.0,30.0,Pass,Low Risk
STU53038,Zaid Waheed,100.0,19.0,15.0,20.0,22.0,Pass,Low Risk
STU33238,Sara Rind,64.0,12.0,11.0,20.0,20.0,Fail,Medium Risk
STU86527,Adnan Iqbal,71.0,19.0,17.0,19.0,19.0,Pass,Low Risk
STU27244,Huma Rashid,65.0,15.0,14.0,21.0,25.0,Pass,Low Risk
STU82300,Mehak Durrani,94.0,0.0,5.0,0.0,1.0,Fail,High Risk
STU82678,Shoaib Abbasi,87.0,15.0,13.0,20.0,19.0,Pass,Low Risk
STU13877,Fahad Rind,85.0,20.0,16.0,24.0,30.0,Pass,Low Risk
STU30302,Shahzad Pervez,80.0,14.0,20.0,21.0,22.0,Pass,Low Risk
STU02901,Arslan Effendi,68.0,12.0,13.0,14.0,20.0,Pass,Medium Risk
STU47043,Aiman Bajwa,80.0,20.0,20.0,22.0,30.0,Pass,Low Risk
STU00695,Warda Marwat,75.0,20.0,12.0,19.0,30.0,Pass,Low Risk
STU82336,Alishba Dar,72.0,20.0,17.0,28.0,30.0,Pass,Low Risk
STU91818,Jawad Farooq,75.0,7.0,11.0,10.0,15.0,Fail,High Risk
STU63922,Yasir Nawaz,76.0,18.0,19.0,22.0,25.0,Pass,Low Risk
STU39366,Tariq Ahmed,75.0,13.0,15.0,20.0,24.0,Pass,Low Risk
STU47829,Asif Rind,71.0,14.0,13.0,17.0,22.0,Pass,Medium Risk
STU37878,Zaid Talpur,64.0,12.0,18.0,22.0,23.0,Pass,Low Risk
STU27034,Javeria Talpur,87.0,18.0,20.0,30.0,28.0,Pass,Low Risk
STU91435,Uzma Khan,78.0,20.0,17.0,30.0,27.0,Pass,Low Risk
STU23900,Fiza Baig,100.0,14.0,20.0,29.0,28.0,Pass,Low Risk
STU00843,Bilal Awan,53.0,17.0,13.0,21.0,12.0,Pass,Medium Risk
STU06290,Lubna Farooq,68.0,17.0,18.0,27.0,24.0,Pass,Low Risk
STU90718,Aiman Bhatti,100.0,20.0,19.0,30.0,30.0,Pass,Low Risk
STU14699,Noman Gill,68.0,11.0,5.0,20.0,16.0,Pass,Medium Risk
STU08226,Hira Mirza,71.0,13.0,12.0,19.0,18.0,Fail,Medium Risk
STU14044,Khadija Hameed,74.0,11.0,10.0,22.0,21.0,Pass,Medium Risk
STU77218,Rabia Waheed,82.0,18.0,20.0,29.0,27.0,Pass,Low Risk
STU70554,Naveed Dar,67.0,14.0,16.0,30.0,24.0,Pass,Low Risk
STU87764,Waqar Rind,99.0,19.0,20.0,28.0,30.0,Pass,Low Risk
STU68388,Zainab Nawaz,66.0,12.0,14.0,22.0,21.0,Pass,Medium Risk
STU39490,Ayesha Orakzai,83.0,10.0,16.0,24.0,18.0,Pass,Low Risk
STU46432,Bushra Javed,80.0,19.0,17.0,30.0,30.0,Fail,Low Risk
STU56237,Zubair Awan,87.0,17.0,20.0,30.0,28.0,Pass,Low Risk
STU80967,Farhan Javed,71.0,13.0,18.0,17.0,17.0,Pass,Medium Risk
STU90810,Quratulain Chaudhry,73.0,13.0,15.0,19.0,20.0,Pass,Medium Risk
STU06895,Kiran Qazi,50.0,10.0,15.0,22.0,13.0,Fail,Medium Risk
STU01829,Waqar Niazi,73.0,19.0,20.0,22.0,26.0,Pass,Low Risk
STU86113,Laiba Yousaf,69.0,15.0,9.0,18.0,15.0,Pass,Medium Risk
STU90531,Farah Cheema,40.0,8.0,5.0,9.0,13.0,Fail,High Risk
STU32840,Wajeeha Dar,91.0,10.0,11.0,10.0,16.0,Fail,Medium Risk
STU51791,Warda Javed,64.0,8.0,17.0,20.0,16.0,Pass,Medium Risk
STU40795,Adnan Waheed,97.0,17.0,16.0,20.0,30.0,Pass,Low Risk
STU99581,Quratulain Gill,77.0,12.0,19.0,18.0,19.0,Pass,Low Risk
STU07982,Rukhsar Abbasi,75.0,11.0,7.0,16.0,20.0,Fail,Medium Risk
STU34065,Sohail Marwat,75.0,14.0,12.0,15.0,22.0,Pass,Medium Risk
STU89467,Ayesha Rana,73.0,15.0,13.0,23.0,22.0,Pass,Low Risk
STU43801,Luqman Rind,74.0,17.0,15.0,27.0,29.0,Pass,Low Risk
STU95551,Jawad Leghari,70.0,11.0,10.0,18.0,12.0,Fail,Medium Risk
STU71800,Bushra Rashid,72.0,13.0,17.0,21.0,21.0,Pass,Low Risk
STU87588,Fajar Siddiqui,67.0,16.0,13.0,22.0,21.0,Fail,Low Risk
STU87478,Farah Saeed,63.0,15.0,12.0,20.0,23.0,Pass,Medium Risk
STU26840,Faisal Javed,49.0,7.0,15.0,18.0,12.0,Fail,Medium Risk
STU86345,Osha Tanveer,62.0,14.0,11.0,23.0,16.0,Pass,Medium Risk
STU64727,Ghulam Ahmed,95.0,16.0,20.0,26.0,18.0,Pass,Low Risk
STU62863,Abdullah Durrani,57.0,13.0,11.0,19.0,17.0,Pass,Medium Risk
STU65893,Aamir Qazi,74.0,17.0,16.0,28.0,23.0,Pass,Low Risk
STU57998,Kinza Ghori,61.0,10.0,7.0,14.0,13.0,Fail,High Risk
STU48206,Rukhsar Talpur,84.0,18.0,20.0,30.0,27.0,Pass,Low Risk
STU96166,Kamran Bajwa,91.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU00736,Bilal Gill,72.0,13.0,6.0,18.0,15.0,Fail,Medium Risk
STU27807,Mahnoor Karim,65.0,9.0,15.0,21.0,17.0,Pass,Medium Risk
STU98150,Raheel Leghari,65.0,20.0,20.0,22.0,25.0,Pass,Low Risk
STU41946,Umair Pasha,56.0,12.0,11.0,17.0,15.0,Pass,Medium Risk
STU-76243,Abdullah Effendi,99.0,20.0,18.0,25.0,22.0,Pass,Low Risk
STU50436,Asif Marwat,76.0,15.0,18.0,26.0,21.0,Pass,Low Risk
STU38322,Usman Iqbal,85.0,15.0,19.0,25.0,22.0,Pass,Low Risk
STU35516,Fawad Rana,93.0,10.0,8.0,12.0,15.0,Fail,Medium Risk
STU23078,Mahnoor Soomro,58.0,18.0,15.0,21.0,22.0,Pass,Low Risk
STU26813,Ayesha Mirza,52.0,4.0,10.0,20.0,16.0,Fail,High Risk
STU97120,Hira Effendi,47.0,6.0,5.0,13.0,9.0,Fail,High Risk
STU99413,Umair Junejo,83.0,17.0,15.0,29.0,22.0,Pass,Low Risk
